id,unique_id,stage_id,flag,category,tag,keyword,first_editor,last_editor,yomi,content
0,217,217,1,guide,チャレンジモード（ピクミン2）,三色試練場,koppacha,koppacha,さんしょくしれんじょう,これはテストです。
0,218,218,1,guide,チャレンジモード（ピクミン2）,炎と水の試練場,koppacha,koppacha,ほのおとみずのしれんじょう,これはテストです。
0,219,219,1,guide,チャレンジモード（ピクミン2）,鼻息の洞穴,koppacha,koppacha,はないきのどうけつ,これはテストです。
0,220,220,1,guide,チャレンジモード（ピクミン2）,巨人のトイレ,koppacha,koppacha,きょじんのといれ,これはテストです。
0,221,221,1,guide,チャレンジモード（ピクミン2）,土とんの洞窟,koppacha,koppacha,どとんのどうくつ,これはテストです。
0,222,222,1,guide,チャレンジモード（ピクミン2）,地底警備室,koppacha,koppacha,ちていけいびしつ,これはテストです。
0,223,223,1,guide,チャレンジモード（ピクミン2）,ひみつの花園,koppacha,koppacha,ひみつのはなぞの,これはテストです。
0,224,224,1,guide,チャレンジモード（ピクミン2）,さらいの洞窟,koppacha,koppacha,さらいのどうくつ,これはテストです。
0,225,225,1,guide,チャレンジモード（ピクミン2）,秘密兵器実験場,koppacha,koppacha,ひみつへいきじっけんじょう,これはテストです。
0,226,226,1,guide,チャレンジモード（ピクミン2）,倍々ゲームの穴,koppacha,koppacha,ばいばいげーむのあな,これはテストです。
0,227,227,1,guide,チャレンジモード（ピクミン2）,天罰の穴,koppacha,koppacha,てんばつのあな,これはテストです。
0,228,228,1,guide,チャレンジモード（ピクミン2）,どっすん迷路,koppacha,koppacha,どっすんめいろ,これはテストです。
0,229,229,1,guide,チャレンジモード（ピクミン2）,スナイパールーム,koppacha,koppacha,すないぱーるーむ,これはテストです。
0,230,230,1,guide,チャレンジモード（ピクミン2）,デメマダラの巣窟,koppacha,koppacha,でめまだらのそうくつ,これはテストです。
0,231,231,1,guide,本編地下チャレンジ,始まりの洞窟,koppacha,koppacha,はじまりのどうくつ,これはテストです。
0,232,232,1,guide,本編地下チャレンジ,地下の秘密基地,koppacha,koppacha,ちかのひみつきち,これはテストです。
0,233,233,1,guide,本編地下チャレンジ,辺境の洞窟,koppacha,koppacha,へんきょうのどうくつ,これはテストです。
0,234,234,1,guide,本編地下チャレンジ,けだものの穴,koppacha,koppacha,けだもののあな,通常は“始まりの洞窟”の次に入ることになる地下。フロア数や原生生物の数の割にお宝総金額が高い。 お宝はすべて任天堂が実際に販売していたことのあるもので統一されている。 属性は火のみとなっているため、赤ピクミンのみでも十分攻略できるが、お宝に比較的重いものが多いため紫ピクミンがいた方がスムーズに進める。 最深部のボス・クイーンチャッピーは他の洞窟で登場するバージョンと違ってベビーチャッピーを生まないタイプである。 入口は比較的ドルフィン初号機から近い場所にあり、B4Fにはムラサキポンガシグサがあるため序盤で紫ピクミンを増やすのに適した地下と言える。
0,235,235,1,guide,本編地下チャレンジ,白い花園,koppacha,koppacha,しろいはなぞの,これはテストです。
0,236,236,1,guide,本編地下チャレンジ,デメマダラの王国,koppacha,koppacha,でめまだらのおうこく,これはテストです。
0,237,237,1,guide,本編地下チャレンジ,ヘビガラスの穴,koppacha,koppacha,へびがらすのあな,これはテストです。
0,238,238,1,guide,本編地下チャレンジ,クモの根城,koppacha,koppacha,くものねじろ,これはテストです。
0,239,239,1,guide,本編地下チャレンジ,食神の台所,koppacha,koppacha,しょくじんのだいどころ,これはテストです。
0,240,240,1,guide,本編地下チャレンジ,シャワールーム,koppacha,koppacha,しゃわーるーむ,これはテストです。
0,241,241,1,guide,本編地下チャレンジ,水中の城,koppacha,koppacha,すいちゅうのしろ,これはテストです。
0,242,242,1,guide,本編地下チャレンジ,混沌の魔窟,koppacha,koppacha,こんとんのまくつ,これはテストです。
0,243,243,1,guide,本編地下チャレンジ,百戦錬磨の穴,koppacha,koppacha,ひゃくせんれんまのあな,これはテストです。
0,244,244,1,guide,本編地下チャレンジ,夢の穴,koppacha,koppacha,ゆめのあな,これはテストです。
0,245,245,1,guide,2Pバトルモード,おてがるコース,koppacha,koppacha,おてがるこーす,これはテストです。
0,246,246,1,guide,2Pバトルモード,せま～いコース,koppacha,koppacha,せまーいこーす,これはテストです。
0,247,247,1,guide,2Pバトルモード,ひろびろコース,koppacha,koppacha,ひろびろこーす,これはテストです。
0,248,248,1,guide,2Pバトルモード,カクカクコース,koppacha,koppacha,かくかくこーす,これはテストです。
0,249,249,1,guide,2Pバトルモード,うじゃうじゃコース,koppacha,koppacha,うじゃうじゃこーす,これはテストです。
0,250,250,1,guide,2Pバトルモード,ひやひやコース,koppacha,koppacha,ひやひやこーす,これはテストです。
0,251,251,1,guide,2Pバトルモード,のびのびコース,koppacha,koppacha,のびのびこーす,これはテストです。
0,252,252,1,guide,2Pバトルモード,タイルコース,koppacha,koppacha,たいるこーす,これはテストです。
0,253,253,1,guide,2Pバトルモード,めいろコース,koppacha,koppacha,めいろこーす,これはテストです。
0,254,254,1,guide,2Pバトルモード,からくちコース,koppacha,koppacha,からくちこーす,これはテストです。
0,301,301,1,guide,ミッションモード,原生の杜（お宝をあつめろ！）,koppacha,koppacha,げんせいのもり,"『ピクミン3』のミッションモードにおいて、最初から遊べるステージのひとつ。 同作品のミッションモードで唯一アルフしか操作できない小さなステージであり、ミッションモード入門ステージと位置付けられる。 強力な原生生物は存在せずマップ構造も単純であるが、カケ橋、キンカイ、土壁などミッションモードの基本的な仕掛けが凝縮されており、 やり込むほどにミッションモードの奥深さを知ることができる。 制限時間は7分、プラチナボーダースコアは2,110点であり、操作できるピクミンは赤ピクミン・岩ピクミンのみと限られている。 役割分担ができないため、岩ピクミンでしか処理できないスイショウや、赤ピクミンでしか処理できないカジオコシをどのように突破するか、 そして重い運搬物の運搬ルートを大幅に短縮できるカケ橋をいつかけるかがタイム短縮の鍵となる。 銅メダル以上でクリアすると“白銀の泉”が出現する。"
0,302,302,1,guide,ミッションモード,白銀の泉（お宝をあつめろ！）,koppacha,koppacha,はくぎんのいずみ,これはテストです。
0,303,303,1,guide,ミッションモード,渇きの砂（お宝をあつめろ！）,koppacha,koppacha,かわきのすな,これはテストです。
0,304,304,1,guide,ミッションモード,落葉の回廊（お宝をあつめろ！）,koppacha,koppacha,らくようのかいろう,これはテストです。
0,305,305,1,guide,ミッションモード,草花の園（お宝をあつめろ！）,koppacha,koppacha,くさばなのその,これはテストです。
0,306,306,1,guide,ミッションモード,続・原生の杜,koppacha,koppacha,ぞくげんせいのもり,これはテストです。
0,307,307,1,guide,ミッションモード,続・白銀の泉,koppacha,koppacha,ぞくはくぎんのもり,これはテストです。
0,308,308,1,guide,ミッションモード,続・渇きの砂,koppacha,koppacha,ぞくかわきのすな,これはテストです。
0,309,309,1,guide,ミッションモード,続・落葉の回廊,koppacha,koppacha,ぞくらくようのかいろう,これはテストです。
0,310,310,1,guide,ミッションモード,続・草花の園,koppacha,koppacha,ぞくくさばなのその,これはテストです。
0,311,311,1,guide,ミッションモード,冬の贈りもの（お宝をあつめろ！）,koppacha,koppacha,ふゆのおくりもの,これはテストです。
0,312,312,1,guide,ミッションモード,工事現場ドリーム（お宝をあつめろ！）,koppacha,koppacha,こうじげんばどりーむ,これはテストです。
0,313,313,1,guide,ミッションモード,ピクアリウム（お宝をあつめろ！）,koppacha,koppacha,ぴくありうむ,これはテストです。
0,314,314,1,guide,ミッションモード,思いでの砂浜（お宝をあつめろ！）,koppacha,koppacha,おもいでのすなはま,これはテストです。
0,315,315,1,guide,ミッションモード,機械仕掛けのブルース（お宝をあつめろ！）,koppacha,koppacha,きかいじかけのぶるーす,これはテストです。
0,316,316,1,guide,ミッションモード,原生の杜（原生生物をたおせ！）,koppacha,koppacha,げんせいのもり,これはテストです。
0,317,317,1,guide,ミッションモード,白銀の泉（原生生物をたおせ！）,koppacha,koppacha,はくぎんのいずみ,これはテストです。
0,318,318,1,guide,ミッションモード,渇きの砂（原生生物をたおせ！）,koppacha,koppacha,かわきのすな,これはテストです。
0,319,319,1,guide,ミッションモード,落葉の回廊（原生生物をたおせ！）,koppacha,koppacha,らくようのかいろう,これはテストです。
0,320,320,1,guide,ミッションモード,草花の園（原生生物をたおせ！）,koppacha,koppacha,くさばなのその,これはテストです。
0,321,321,1,guide,ミッションモード,続・始まりの森,koppacha,koppacha,ぞくはじまりのもり,これはテストです。
0,322,322,1,guide,ミッションモード,続・再開の花園,koppacha,koppacha,ぞくさいかいのはなぞの,これはテストです。
0,323,323,1,guide,ミッションモード,続・迷いの雪原,koppacha,koppacha,ぞくまよいのせつげん,これはテストです。
0,324,324,1,guide,ミッションモード,続・交わりの渓流,koppacha,koppacha,ぞくまじわりのけいりゅう,これはテストです。
0,325,325,1,guide,ミッションモード,続・哀しき獣の塔,koppacha,koppacha,ぞくかなしきもののとう,これはテストです。
0,326,326,1,guide,ミッションモード,冬の贈りもの（原生生物をたおせ！）,koppacha,koppacha,ふゆのおくりもの,これはテストです。
0,327,327,1,guide,ミッションモード,工事現場ドリーム（原生生物をたおせ！）,koppacha,koppacha,こうじげんばどりーむ,これはテストです。
0,328,328,1,guide,ミッションモード,ピクアリウム（原生生物をたおせ！）,koppacha,koppacha,ぴくありうむ,これはテストです。
0,329,329,1,guide,ミッションモード,思いでの砂浜（原生生物をたおせ！）,koppacha,koppacha,おもいでのすなはま,これはテストです。
0,330,330,1,guide,ミッションモード,機械仕掛けのブルース（原生生物をたおせ！）,koppacha,koppacha,きかいじかけのぶるーす,これはテストです。
0,331,331,1,guide,ミッションモード,お宝調査その１ 花園,koppacha,koppacha,おたからちょうさその１はなぞの,これはテストです。
0,332,332,1,guide,ミッションモード,お宝調査その２ 森の中,koppacha,koppacha,おたからちょうさその２もりのなか,これはテストです。
0,333,333,1,guide,ミッションモード,お宝調査その３ 渓流,koppacha,koppacha,おたからちょうさその３けいりゅう,これはテストです。
0,334,334,1,guide,ミッションモード,お宝調査その４ 雪原,koppacha,koppacha,おたからちょうさその４せつげん,これはテストです。
0,335,335,1,guide,ミッションモード,ピクミンとの再会,koppacha,koppacha,ぴくみんとのさいかい,これはテストです。
0,336,336,1,guide,ミッションモード,原生生物大掃除,koppacha,koppacha,げんせいせいぶつおおそうじ,これはテストです。
0,337,337,1,guide,ミッションモード,大地と海と大空と,koppacha,koppacha,だいちとうみとおおぞらと,これはテストです。
0,338,338,1,guide,ミッションモード,ようやく発見！ １つ目のパーツ,koppacha,koppacha,ようやくはっけん１つめのぱーつ,これはテストです。
0,339,339,1,guide,ミッションモード,力を合わせて原生退治,koppacha,koppacha,ちからをあわせてげんせいたいじ,これはテストです。
0,340,340,1,guide,ミッションモード,水のない水路,koppacha,koppacha,みずのないすいろ,これはテストです。
0,341,341,1,guide,ミッションモード,ルーイはどこへ…,koppacha,koppacha,るーいはどこへ,これはテストです。
0,342,342,1,guide,ミッションモード,ビッグ・フルーツ・カーニバル,koppacha,koppacha,びっぐふるーつかーにばる,これはテストです。
0,343,343,1,guide,ミッションモード,またまた発見！ ２つ目のパーツ,koppacha,koppacha,またまたはっけん２つめのぱーつ,これはテストです。
0,344,344,1,guide,ミッションモード,ついに復活？ ドルフィン初号機,koppacha,koppacha,ついにふっかつどるふぃんしょごうき,これはテストです。
0,345,345,1,guide,ミッションモード,ヨロヒイモムカデ,koppacha,koppacha,よろひいもむかで,これはテストです。
0,346,346,1,guide,ミッションモード,オオバケカガミ,koppacha,koppacha,おおばけかがみ,これはテストです。
0,347,347,1,guide,ミッションモード,オオスナフラシ,koppacha,koppacha,おおすなふらし,これはテストです。
0,348,348,1,guide,ミッションモード,タテゴトハチスズメ,koppacha,koppacha,たてごとはちすずめ,これはテストです。
0,349,349,1,guide,ミッションモード,ヌマアラシ,koppacha,koppacha,ぬまあらし,これはテストです。
0,350,350,1,guide,ミッションモード,アメニュウドウ,koppacha,koppacha,あめにゅうどう,これはテストです。
0,351,351,1,guide,ビンゴバトル,こもれびの庭,koppacha,koppacha,こもれびのにわ,これはテストです。
0,352,352,1,guide,ビンゴバトル,天地創造の小川,koppacha,koppacha,てんちそうぞうのおがわ,これはテストです。
0,353,353,1,guide,ビンゴバトル,地下の根城,koppacha,koppacha,ちかのねじろ,これはテストです。
0,354,354,1,guide,ビンゴバトル,砂の都,koppacha,koppacha,すなのみやこ,これはテストです。
0,355,355,1,guide,ビンゴバトル,天と地の狭間,koppacha,koppacha,てんとちのはざま,これはテストです。
0,356,356,1,guide,ビンゴバトル,積み木の城,koppacha,koppacha,つみきのしろ,これはテストです。
0,357,357,1,guide,ビンゴバトル,咲きみちた庭,koppacha,koppacha,さきみちたにわ,これはテストです。
0,358,358,1,guide,ビンゴバトル,せせらぎの小川,koppacha,koppacha,せせらぎのおがわ,これはテストです。
0,359,359,1,guide,ビンゴバトル,地下のオアシス,koppacha,koppacha,ちかのおあしす,これはテストです。
0,360,360,1,guide,ビンゴバトル,砂上の王国,koppacha,koppacha,さじょうのおうこく,これはテストです。
0,361,361,1,guide,ビンゴバトル,鉄くずのブルース,koppacha,koppacha,てつくずのぶるーす,これはテストです。
0,362,362,1,guide,ビンゴバトル,積み木の迷路,koppacha,koppacha,つみきのめいろ,これはテストです。
0,401,401,1,guide,ダンドリチャレンジ,ダンドリ養成所,koppacha,koppacha,だんどりようせいじょ,これはテストです。
0,402,402,1,guide,ダンドリチャレンジ,炎と電気の実験室,koppacha,koppacha,ほのおとでんきのじっけんしつ,これはテストです。
0,403,403,1,guide,ダンドリチャレンジ,石つぶて研究所,koppacha,koppacha,いしつぶてけんきゅうじょ,これはテストです。
0,404,404,1,guide,ダンドリチャレンジ,バスルーム演習場,koppacha,koppacha,ばするーむえんしゅうじょう,これはテストです。
0,405,405,1,guide,ダンドリチャレンジ,水わたりスクール,koppacha,koppacha,みずわたりすくーる,これはテストです。
0,406,406,1,guide,ダンドリチャレンジ,超重配送センター,koppacha,koppacha,ちょうじゅうはいそうせんたー,これはテストです。
0,407,407,1,guide,ダンドリチャレンジ,天空の焼却炉,koppacha,koppacha,てんくうのしょうきゃくろ,これはテストです。
0,408,408,1,guide,ダンドリチャレンジ,分業用冷蔵庫,koppacha,koppacha,ぶんぎょうようれいぞうこ,これはテストです。
0,409,409,1,guide,ダンドリチャレンジ,テキパキ水族館,koppacha,koppacha,てきぱきすいぞくかん,これはテストです。
0,410,410,1,guide,ダンドリチャレンジ,ひらけゴマ道場,koppacha,koppacha,ひらけごまどうじょう,これはテストです。
0,411,411,1,guide,ダンドリチャレンジ,断崖アスレチック,koppacha,koppacha,だんがいあすれちっく,これはテストです。
0,412,412,1,guide,ダンドリチャレンジ,切磋琢磨のオアシス,koppacha,koppacha,せっさたくまのおあしす,これはテストです。
0,413,413,1,guide,ダンドリバトル,こてしらべの戦い,koppacha,koppacha,こてしらべのたたかい,これはテストです。
0,414,414,1,guide,ダンドリバトル,戦場のおもちゃ箱,koppacha,koppacha,せんじょうのおもちゃばこ,これはテストです。
0,415,415,1,guide,ダンドリバトル,風雲ダンドリ城,koppacha,koppacha,ふううんだんどりじょう,これはテストです。
0,416,416,1,guide,ダンドリバトル,決戦のオアシス,koppacha,koppacha,けっせんのおあしす,これはテストです。
0,417,417,1,guide,ダンドリバトル,熱砂の決闘場,koppacha,koppacha,ねっさのけっとうじょう,これはテストです。
0,418,418,1,guide,ダンドリバトル,最果ての闘技場,koppacha,koppacha,さいはてのとうぎじょう,これはテストです。
0,419,419,1,guide,葉っぱ仙人の挑戦状,初ダン 出目斑の根城,koppacha,koppacha,しょだんでめまだらのねじろ,これはテストです。
0,420,420,1,guide,葉っぱ仙人の挑戦状,弍ダン 雪達磨製作所,koppacha,koppacha,にだんゆきだるませいさくじょ,これはテストです。
0,421,421,1,guide,葉っぱ仙人の挑戦状,参ダン 徒夢の採掘場,koppacha,koppacha,さんだんあだゆめのさいくつじょう,これはテストです。
0,422,422,1,guide,葉っぱ仙人の挑戦状,肆ダン ダンドリ海舘,koppacha,koppacha,よだんだんどりかいかん,これはテストです。
0,423,423,1,guide,葉っぱ仙人の挑戦状,伍ダン 白の免許皆傳,koppacha,koppacha,ごだんしろのめんきょかいでん,これはテストです。
0,424,424,1,guide,葉っぱ仙人の挑戦状,陸ダン からくりの砦,koppacha,koppacha,ろくだんからくりのとりで,これはテストです。
0,425,425,1,guide,葉っぱ仙人の挑戦状,漆ダン 一網打尽の庭,koppacha,koppacha,しちだんいちもうだじんのにわ,これはテストです。
0,426,426,1,guide,葉っぱ仙人の挑戦状,捌ダン 急か急か台所,koppacha,koppacha,はちだんせかせかだいどころ,これはテストです。
0,427,427,1,guide,葉っぱ仙人の挑戦状,玖ダン 淘汰の縄張り,koppacha,koppacha,くだんとうたのなわばり,これはテストです。
0,428,428,1,guide,葉っぱ仙人の挑戦状,終ダン 紫の免許皆傳,koppacha,koppacha,しゅうだんむらさきのめんきょかいでん,これはテストです。
0,429,429,1,guide,夜の探索,古代アーケード,koppacha,koppacha,こだいあーけーど,これはテストです。
0,430,430,1,guide,夜の探索,白亜のやぐら,koppacha,koppacha,はくあのやぐら,これはテストです。
0,431,431,1,guide,夜の探索,ねじれ坂,koppacha,koppacha,ねじれざか,これはテストです。
0,432,432,1,guide,夜の探索,花びら渓谷,koppacha,koppacha,はなびらけいこく,これはテストです。
0,433,433,1,guide,夜の探索,こもれび台地,koppacha,koppacha,こもれびだいち,これはテストです。
0,434,434,1,guide,夜の探索,ひょうたん池,koppacha,koppacha,ひょうたんいけ,これはテストです。
0,435,435,1,guide,夜の探索,ラッパ花砂漠,koppacha,koppacha,らっぱはなさばく,これはテストです。
0,436,436,1,guide,夜の探索,なぎさの休憩所,koppacha,koppacha,なぎさのきゅうけいじょ,これはテストです。
0,437,437,1,guide,夜の探索,天守閣,koppacha,koppacha,てんしゅかく,これはテストです。
0,438,438,1,guide,夜の探索,星見台,koppacha,koppacha,ほしみだい,これはテストです。
0,439,439,1,guide,夜の探索,巨人のダイニング,koppacha,koppacha,きょじんのだいにんぐ,これはテストです。
0,440,440,1,guide,夜の探索,大階段のふもと,koppacha,koppacha,だいかいだんのふもと,これはテストです。
0,441,441,1,guide,夜の探索,丸太街道,koppacha,koppacha,まるたかいどう,これはテストです。
0,442,442,1,guide,夜の探索,イス遺跡,koppacha,koppacha,いすいせき,これはテストです。
0,443,443,1,guide,夜の探索,樹海の入口,koppacha,koppacha,じゅかいのいりぐち,これはテストです。
0,444,444,1,guide,夜の探索,枯葉平原,koppacha,koppacha,かれはへいげん,これはテストです。
