id,event_id,event_title,sub_title,category,user_id,team,score,rps,rps_adjust,result
76,250726,タマゴムシ取り大会2025,,タマゴムシ取り大会,kobachi_no_udon,0,95,0,0,w
77,250726,タマゴムシ取り大会2025,,タマゴムシ取り大会,Gorei_50,0,83,0,0,w
78,250726,タマゴムシ取り大会2025,,タマゴムシ取り大会,Argent2home,0,79,0,0,p
79,250726,タマゴムシ取り大会2025,,タマゴムシ取り大会,spark573,0,65,0,0,p
80,250726,タマゴムシ取り大会2025,,タマゴムシ取り大会,toripoppo0307,0,64,0,0,p
81,250726,タマゴムシ取り大会2025,,タマゴムシ取り大会,albut3,0,62,0,0,p
82,250726,タマゴムシ取り大会2025,,タマゴムシ取り大会,April_lapispik,0,57,0,0,p
83,250726,タマゴムシ取り大会2025,,タマゴムシ取り大会,koppacha,0,54,0,0,p
84,250726,タマゴムシ取り大会2025,,タマゴムシ取り大会,mercysnow,0,40,0,0,p
85,240601,オリマー救出RTA並走会,,RTA並走会,albut3,0,4944,0,0,e
86,240601,オリマー救出RTA並走会,,RTA並走会,koppacha,0,7908,0,0,e
87,240601,オリマー救出RTA並走会,,RTA並走会,toripoppo0307,0,5398,0,0,e
88,240601,オリマー救出RTA並走会,,RTA並走会,kobachi_no_udon,0,6793,0,0,e
89,240608,オッチン治療RTA並走会,,RTA並走会,albut3,0,14828,0,0,e
90,240608,オッチン治療RTA並走会,,RTA並走会,kobachi_no_udon,0,16633,0,0,e
91,240608,オッチン治療RTA並走会,,RTA並走会,toripoppo0307,0,18033,0,0,e
92,240608,オッチン治療RTA並走会,,RTA並走会,April_lapispik,0,22643,0,0,e
93,240608,オッチン治療RTA並走会,,RTA並走会,koppacha,0,23793,0,0,e
94,240622,第２回オリマー救出RTA並走会,,RTA並走会,kobachi_no_udon,0,9585,0,0,e
95,240622,第２回オリマー救出RTA並走会,,RTA並走会,toripoppo0307,0,12480,0,0,e
96,240622,第２回オリマー救出RTA並走会,,RTA並走会,koppacha,0,13484,0,0,e
97,240622,第２回オリマー救出RTA並走会,,RTA並走会,April_lapispik,0,14192,0,0,e
98,231203,オリマー遭難記RTA並走会,,RTA並走会,albut3,0,2621,0,0,e
99,231203,オリマー遭難記RTA並走会,,RTA並走会,Argent2home,0,4001,0,0,e
100,231203,オリマー遭難記RTA並走会,,RTA並走会,terashia,0,4579,0,0,e
101,231203,オリマー遭難記RTA並走会,,RTA並走会,April_lapispik,0,6318,0,0,e
102,231203,オリマー遭難記RTA並走会,,RTA並走会,toripoppo0307,0,6706,0,0,e
103,240728,第３回ダンドリバトル大会,,ダンドリバトル大会,koppacha,0,5,0,0,p
104,240728,第３回ダンドリバトル大会,,ダンドリバトル大会,kobachi_no_udon,0,2,0,0,p
105,240728,第３回ダンドリバトル大会,,ダンドリバトル大会,mercysnow,0,9,0,0,w
106,240728,第３回ダンドリバトル大会,,ダンドリバトル大会,Argent2home,0,3,0,0,p
107,240728,第３回ダンドリバトル大会,,ダンドリバトル大会,April_lapispik,0,0,0,0,p
108,240728,第３回ダンドリバトル大会,,ダンドリバトル大会,albut3,0,6,0,0,p
109,240803,第４回ダンドリバトル大会,,ダンドリバトル大会,koppacha,0,1,0,0,p
110,240803,第４回ダンドリバトル大会,,ダンドリバトル大会,kobachi_no_udon,0,9,0,0,p
111,240803,第４回ダンドリバトル大会,,ダンドリバトル大会,mercysnow,0,12,0,0,w
112,240803,第４回ダンドリバトル大会,,ダンドリバトル大会,April_lapispik,0,0,0,0,p
113,240803,第４回ダンドリバトル大会,,ダンドリバトル大会,toripoppo0307,0,0,0,0,p
114,240803,第４回ダンドリバトル大会,,ダンドリバトル大会,atmy_17,0,2,0,0,p
115,240810,第５回ダンドリバトル大会,,ダンドリバトル大会,koppacha,0,8,0,0,p
116,240810,第５回ダンドリバトル大会,,ダンドリバトル大会,mercysnow,0,12,0,0,w
117,240810,第５回ダンドリバトル大会,,ダンドリバトル大会,albut3,0,0,0,0,p
118,240810,第５回ダンドリバトル大会,,ダンドリバトル大会,muratsubo,0,4,0,0,p
119,240824,第６回ダンドリバトル大会,,ダンドリバトル大会,koppacha,0,4,0,0,p
120,240824,第６回ダンドリバトル大会,,ダンドリバトル大会,kobachi_no_udon,0,8,0,0,w
121,240824,第６回ダンドリバトル大会,,ダンドリバトル大会,mercysnow,0,7,0,0,p
122,240824,第６回ダンドリバトル大会,,ダンドリバトル大会,albut3,0,4,0,0,p
123,240824,第６回ダンドリバトル大会,,ダンドリバトル大会,toripoppo0307,0,0,0,0,p
124,240824,第６回ダンドリバトル大会,,ダンドリバトル大会,atmy_17,0,1,0,0,p
125,240907,第７回ダンドリバトル大会,,ダンドリバトル大会,koppacha,0,6,0,0,p
126,240907,第７回ダンドリバトル大会,,ダンドリバトル大会,April_lapispik,0,2,0,0,p
127,240907,第７回ダンドリバトル大会,,ダンドリバトル大会,albut3,0,14,0,0,w
128,240907,第７回ダンドリバトル大会,,ダンドリバトル大会,atmy_17,0,2,0,0,p
129,241005,第８回ダンドリバトル大会,,ダンドリバトル大会,koppacha,0,3,0,0,p
130,241005,第８回ダンドリバトル大会,,ダンドリバトル大会,kobachi_no_udon,0,9,0,0,p
131,241005,第８回ダンドリバトル大会,,ダンドリバトル大会,April_lapispik,0,0,0,0,p
132,241005,第８回ダンドリバトル大会,,ダンドリバトル大会,albut3,0,12,0,0,w
133,241019,第９回ダンドリバトル大会,,ダンドリバトル大会,koppacha,0,2,0,0,p
134,241019,第９回ダンドリバトル大会,,ダンドリバトル大会,kobachi_no_udon,0,11,0,0,w
135,241019,第９回ダンドリバトル大会,,ダンドリバトル大会,mercysnow,0,3,0,0,p
136,241019,第９回ダンドリバトル大会,,ダンドリバトル大会,April_lapispik,0,2,0,0,p
137,241019,第９回ダンドリバトル大会,,ダンドリバトル大会,albut3,0,7,0,0,p
138,241019,第９回ダンドリバトル大会,,ダンドリバトル大会,toripoppo0307,0,0,0,0,p
139,241026,第10回ダンドリバトル大会,,ダンドリバトル大会,koppacha,0,3,0,0,p
140,241026,第10回ダンドリバトル大会,,ダンドリバトル大会,kobachi_no_udon,0,13,0,0,w
141,241026,第10回ダンドリバトル大会,,ダンドリバトル大会,mercysnow,0,3,0,0,p
142,241026,第10回ダンドリバトル大会,,ダンドリバトル大会,April_lapispik,0,1,0,0,p
143,241026,第10回ダンドリバトル大会,,ダンドリバトル大会,albut3,0,2,0,0,p
144,241026,第10回ダンドリバトル大会,,ダンドリバトル大会,toripoppo0307,0,2,0,0,p
145,250118,第11回ダンドリバトル大会,,ダンドリバトル大会,koppacha,0,3,0,0,p
146,250118,第11回ダンドリバトル大会,,ダンドリバトル大会,mercysnow,0,5,0,0,p
147,250118,第11回ダンドリバトル大会,,ダンドリバトル大会,April_lapispik,0,2,0,0,p
148,250118,第11回ダンドリバトル大会,,ダンドリバトル大会,albut3,0,9,0,0,w
149,250118,第11回ダンドリバトル大会,,ダンドリバトル大会,toripoppo0307,0,1,0,0,p
150,250118,第11回ダンドリバトル大会,,ダンドリバトル大会,kobachi_no_udon,0,4,0,0,p
151,250215,第12回ダンドリバトル大会,,ダンドリバトル大会,koppacha,0,3,0,0,p
152,250215,第12回ダンドリバトル大会,,ダンドリバトル大会,mercysnow,0,6,0,0,p
153,250215,第12回ダンドリバトル大会,,ダンドリバトル大会,April_lapispik,0,1,0,0,p
154,250215,第12回ダンドリバトル大会,,ダンドリバトル大会,albut3,0,10,0,0,w
155,250215,第12回ダンドリバトル大会,,ダンドリバトル大会,toripoppo0307,0,1,0,0,p
156,250215,第12回ダンドリバトル大会,,ダンドリバトル大会,kobachi_no_udon,0,3,0,0,p
157,250222,第13回ダンドリバトル大会,,ダンドリバトル大会,koppacha,0,3,0,0,p
158,250222,第13回ダンドリバトル大会,,ダンドリバトル大会,kobachi_no_udon,0,5,0,0,p
159,250222,第13回ダンドリバトル大会,,ダンドリバトル大会,mercysnow,0,6,0,0,p
160,250222,第13回ダンドリバトル大会,,ダンドリバトル大会,April_lapispik,0,1,0,0,p
161,250222,第13回ダンドリバトル大会,,ダンドリバトル大会,albut3,0,10,0,0,w
162,250222,第13回ダンドリバトル大会,,ダンドリバトル大会,NitorosB,0,0,0,0,p
163,250301,第14回ダンドリバトル大会,,ダンドリバトル大会,koppacha,0,2,0,0,p
164,250301,第14回ダンドリバトル大会,,ダンドリバトル大会,mercysnow,0,10,0,0,w
165,250301,第14回ダンドリバトル大会,,ダンドリバトル大会,April_lapispik,0,1,0,0,p
166,250301,第14回ダンドリバトル大会,,ダンドリバトル大会,albut3,0,5,0,0,p
167,250301,第14回ダンドリバトル大会,,ダンドリバトル大会,toripoppo0307,0,0,0,0,p
168,250301,第14回ダンドリバトル大会,,ダンドリバトル大会,kobachi_no_udon,0,6,0,0,p
169,250315,第15回ダンドリバトル大会,,ダンドリバトル大会,koppacha,0,3,0,0,p
170,250315,第15回ダンドリバトル大会,,ダンドリバトル大会,April_lapispik,0,1,0,0,p
171,250315,第15回ダンドリバトル大会,,ダンドリバトル大会,albut3,0,12,0,0,w
172,250315,第15回ダンドリバトル大会,,ダンドリバトル大会,toripoppo0307,0,0,0,0,p
173,250315,第15回ダンドリバトル大会,,ダンドリバトル大会,NitorosB,0,0,0,0,p
174,250315,第15回ダンドリバトル大会,,ダンドリバトル大会,kobachi_no_udon,0,8,0,0,p
175,250322,第16回ダンドリバトル大会,,ダンドリバトル大会,koppacha,0,4,0,0,p
176,250322,第16回ダンドリバトル大会,,ダンドリバトル大会,April_lapispik,0,4,0,0,p
177,250322,第16回ダンドリバトル大会,,ダンドリバトル大会,albut3,0,8,0,0,w
178,250322,第16回ダンドリバトル大会,,ダンドリバトル大会,toripoppo0307,0,0,0,0,p
179,250322,第16回ダンドリバトル大会,,ダンドリバトル大会,kobachi_no_udon,0,7,0,0,p
180,251004,第17回ダンドリバトル大会,,ダンドリバトル大会,koppacha,0,2,0,0,p
181,251004,第17回ダンドリバトル大会,,ダンドリバトル大会,kobachi_no_udon,0,8,0,0,p
182,251004,第17回ダンドリバトル大会,,ダンドリバトル大会,mercysnow,0,4,0,0,p
183,251004,第17回ダンドリバトル大会,,ダンドリバトル大会,April_lapispik,0,1,0,0,p
184,251004,第17回ダンドリバトル大会,,ダンドリバトル大会,albut3,0,9,0,0,w
185,251004,第17回ダンドリバトル大会,,ダンドリバトル大会,NitorosB,0,0,0,0,p
186,251025,第18回ダンドリバトル大会,,ダンドリバトル大会,koppacha,0,0,0,0,p
187,251025,第18回ダンドリバトル大会,,ダンドリバトル大会,kobachi_no_udon,0,10,0,0,w
188,251025,第18回ダンドリバトル大会,,ダンドリバトル大会,mercysnow,0,8,0,0,p
189,251025,第18回ダンドリバトル大会,,ダンドリバトル大会,April_lapispik,0,2,0,0,p
190,251025,第18回ダンドリバトル大会,,ダンドリバトル大会,albut3,0,3,0,0,p
191,260124,第19回ダンドリバトル大会,,ダンドリバトル大会,koppacha,0,0,0,0,p
192,260124,第19回ダンドリバトル大会,,ダンドリバトル大会,mercysnow,0,5,0,0,p
193,260124,第19回ダンドリバトル大会,,ダンドリバトル大会,NitorosB,0,0,0,0,p
194,260124,第19回ダンドリバトル大会,,ダンドリバトル大会,Bl6AltMzq5Jx4aM,0,16,0,0,w
195,260124,第19回ダンドリバトル大会,,ダンドリバトル大会,albut3,0,3,0,0,p
196,260314,第20回ダンドリバトル大会,,ダンドリバトル大会,koppacha,0,2,0,0,p
197,260314,第20回ダンドリバトル大会,,ダンドリバトル大会,kobachi_no_udon,0,8,0,0,p
198,260314,第20回ダンドリバトル大会,,ダンドリバトル大会,mercysnow,0,4,0,0,p
199,260314,第20回ダンドリバトル大会,,ダンドリバトル大会,April_lapispik,0,0,0,0,p
200,260314,第20回ダンドリバトル大会,,ダンドリバトル大会,albut3,0,10,0,0,w
