id,unique_id,flag,category,tag,keyword,first_editor,last_editor,yomi,content
0,1018,1,rule,ステージ別ルール,スナイパールーム（ノーキル）,koppacha,koppacha,すないぱーるーむ（のーきる）,"（2017/01/06追加）   ★このランキングでは、8,400点以上の場合証拠写真が必要です。   ★このランキングでは、フィールド上の原生生物が倒れた場合のスコアはすべて無効です。禁止条件には原生生物が原生生物を倒した場合や復活しうる原生生物のHPが0になった場合、タマゴを破壊する行為も含みます。ダメージを与える行為そのものやゲキニガスプレーの使用に制限はありません。"
0,1019,1,rule,ステージ別ルール,新参者の試練場（基本縛り）,koppacha,koppacha,しんざんもののしれんじょう（きほんしばり）,★このランキングでは証拠写真が必要です。   ★このランキングでは、タマゴを割った場合やゲキカラ・ゲキニガスプレーを使用したプレイのスコアはすべて無効です。
0,1020,1,rule,ステージ別ルール,ショイグモの巣（遠視縛り）,koppacha,koppacha,しょいぐものす（えんししばり）,(§マリルイさん考案ルール)   ★このランキングでは証拠写真が必要です。   ★このランキングでは、操作開始から脱出までカメラをズームアウトしてプレイしなければなりません。計1秒以上カメラがズームアウト以外の状態になっているプレイのスコアは無効です。Zボタンの使用に制限はありません。
0,1021,1,rule,ステージ別ルール,赤の洞窟（Aボタン縛り）,koppacha,koppacha,あかのどうくつ（Aぼたんしばり）,(バライトさん考案ルール)   ★このランキングでは証拠写真が必要です。   ★このランキングでは、ピクミンを投げたりオリマー（ルーイ）でパンチしたりする目的でAボタンを使用したプレイはすべて無効です。
0,1022,1,rule,ステージ別ルール,さらいの洞窟（100秒縛り）,koppacha,koppacha,さらいのどうくつ（100びょうしばり）,★このランキングでは証拠写真が必要です。   ★このランキングでは、リザルト画面の「残りタイム」が130以下（130ちょうどの場合を含む）となっているスコアはすべて無効です。
0,1023,1,rule,ステージ別ルール,地下の温室（3匹縛り）,koppacha,koppacha,ちかのおんしつ（3ぴきしばり）,(罫線さん考案ルール)   ★このランキングでは証拠写真が必要です。   ★このランキングでは、ポポガシグサにピクミンを入れる動作を行ったプレイはすべて無効です。
0,1024,1,rule,ステージ別ルール,三色試練場（90秒縛り）,koppacha,koppacha,さんしょくしれんじょう（90びょうしばり）,★このランキングでは証拠写真が必要です。   ★このランキングでは、リザルト画面の「残りタイム」が185以下（185ちょうどの場合を含む）となっているスコアはすべて無効です。
0,1025,1,rule,ステージ別ルール,大足の穴（R固定視点縛り）,koppacha,koppacha,おおあしのあな（Rこていしてんしばり）,★このランキングでは証拠写真が必要です。   ★このランキングでは、ステージセレクト時点からリザルト画面表示時点までRトリガーを押しっぱなしにして超近接視点のままプレイしなければなりません（Wii版の場合は近接視点）。合計1秒以上カメラワークの状態になったプレイのスコアは無効となります。
0,1026,1,rule,ステージ別ルール,コレクタールーム（残35匹）,koppacha,koppacha,これくたーるーむ（のこり35ぴき）,(ルール原案：ミランさん)   ★このランキングは後半戦対象ステージです。前半戦参加者は投稿できません（決定戦では全参加者が投稿できます）   ★このランキングでは証拠写真が必要です。   ★このランキングでは、リザルト画面の「残りピクミン数」が36以上となっているプレイのスコアはすべて無効です。
0,1027,1,rule,ステージ別ルール,かくしもちの洞窟（逆さ持ち）,koppacha,koppacha,かくしもちのどうくつ（さかさもちしばり）,★このランキングは後半戦対象ステージです。前半戦参加者は投稿できません（決定戦では全参加者が投稿できます）   ★このランキングでは証拠写真が必要です。   ★このランキングでは、プレイ中はすべてコントローラーを逆に持ってプレイしなければなりません（NGC版＝グリップを上に持つ、Wii版＝ヌンチャクとリモコンの持ち手を変える）。コントローラーは必ず両手で持たなければならず、両手以外の部位や物を使って固定する行為は禁止です。
0,1028,1,rule,ステージ別ルール,鉄人の穴（200ポコ）,koppacha,koppacha,てつじんのあな（200ぽこ）,★このランキングは後半戦対象ステージです。前半戦参加者は投稿できません（決定戦では全参加者が投稿できます）   ★このランキングでは証拠写真が必要です。   ★このランキングでは、リザルト画面の「かせいだお金」が200ポコとなっていないプレイのスコアはすべて無効です。
0,1029,1,rule,ステージ別ルール,たそがれの庭（Bボタン縛り）,koppacha,koppacha,たそがれのにわ（Bぼたんしばり）,★このランキングでは証拠写真が必要です。   ★このランキングでは、笛を吹くためにBボタンを押した場合のプレイのスコアは無効です。
0,1030,1,rule,ステージ別ルール,ひみつの花園（100秒縛り）,koppacha,koppacha,ひみつのはなぞの（100びょうしばり）,★このランキングでは証拠写真が必要です。   ★このランキングでは、リザルト画面の「残りタイム」が150以下（150ちょうどの場合を含む）となっているプレイのスコアはすべて無効です。
0,1031,1,rule,ステージ別ルール,鼻息の洞穴（スプレーなし）,koppacha,koppacha,はないきのどうけつ（すぷれーなし）,★このランキングでは証拠写真が必要です。   ★このランキングでは、ゲキカラスプレーまたはゲキニガスプレーを使用したプレイのスコアはすべて無効です。
0,1032,1,rule,ステージ別ルール,グリーンホール（タマゴムシのみ）,koppacha,koppacha,ぐりーんほーる（たまごむしのみ）,★このランキングでは証拠写真が必要です。   ★このランキングでは、スコアではなくタマゴムシを回収した数をスコアとして登録してください。タマゴムシを回収していないプレイのスコアは無効です。また、すべてのお宝とタマゴムシ以外のすべての原生生物を回収していないプレイのスコアは無効です。（リザルト画面の「かせいだお金」から1087を引いた数が登録スコアになります）
0,1033,1,rule,ステージ別ルール,デメマダラの巣窟（500ポコ）,koppacha,koppacha,でめまだらのそうくつ（500ぽこ）,"★このランキングでは証拠写真が必要です。   ★このランキングでは、リザルト画面の「かせいだお金」が5,000点（500ポコ）を越えているプレイはすべて無効です。またポポガシグサにピクミンを入れたプレイのスコアはすべて無効です。"
0,1034,1,rule,ステージ別ルール,大水源（54匹縛り）,koppacha,koppacha,たいすいげん（54ぴきしばり）,★このランキングでは証拠写真が必要です。   ★このランキングでは、ピクミンを55匹以上引き抜いたプレイのスコアは無効です。
0,1035,1,rule,ステージ別ルール,最後の試練（赤なし）,koppacha,koppacha,さいごのしばり（あかなし）,★このランキングでは証拠写真が必要です。   ★このランキングでは、青ピクミンまたは黄ピクミンを1匹でも引き抜いたプレイのスコアは無効です。
0,1036,1,rule,ステージ別ルール,どっすん迷路（アメ1残し）[全員],koppacha,koppacha,どっすんめいろ（あめ1のこし）[ぜんいん],§マリルイさん案このランキングではスコアにかかわらず証拠写真または動画が必須です。ただし投稿後の提出でも構いません。このランキングでは、アメボウズがローラーを持っている状態で１体以上生存している状態でクリア（間欠泉で洞窟から脱出）したプレイのスコアのみ有効となります。ローラーにダメージを与えたり、石化させたりすることに関しては制限はありません。
0,1037,1,rule,ステージ別ルール,花園を荒らすもの（4761ポコ）[全員],koppacha,koppacha,はなぞのをあらすもの（4761ぽこ）[ぜんいん],"φさん案このランキングではスコアにかかわらず証拠写真または動画が必須です。ただし投稿後の提出でも構いません。このランキングでは、脱出時の回収ポコ数が4,761ポコではないプレイのスコアはすべて無効です。回収しない240ポコ分のお宝内訳について制限はありません。"
0,1038,1,rule,ステージ別ルール,鼻息の洞穴（紫禁止）[先鋒],koppacha,koppacha,はないきのどうけつ（むらさきしばり）[せんぽう],このランキングではスコアにかかわらず証拠写真または動画が必須です。ただし投稿後の提出でも構いません。このランキングでは、開始から10カウント以内に紫ピクミンを溺れさせ、すべて犠牲にしなければなりません。139カウントになった瞬間に紫ピクミンが1匹以上生き残っているプレイのスコアはすべて無効です。
0,1039,1,rule,ステージ別ルール,あのひとの庭（石化討伐）[次鋒],koppacha,koppacha,あのひとのにわ（せきかとうばつ）[じぼう],このランキングではスコアにかかわらず証拠写真または動画が必須です。ただし投稿後の提出でも構いません。このランキングでは、原生生物を倒す行為は「ゲキニガスプレーを噴射して石化状態にしたまま倒す」方法のみ認められます。それ以外の方法で原生生物のHPを0にしたプレイのスコアはすべて無効です。
0,1040,1,rule,ステージ別ルール,ショイグモの巣（残ピク減点）[副将],koppacha,koppacha,しょいぐものす（のこぴくげんてん）[ふくしょう],muratsuboさん案このランキングではスコアにかかわらず証拠写真または動画が必須です。ただし投稿後の提出でも構いません。このランキングのスコアを投稿するときは、リザルト画面のスコアではなく、リザルト画面に表示されている｛かせいだお金＋タイムボーナス－残りピクミン｝を計算した数値を登録スコアとしてください。
0,1041,1,rule,ステージ別ルール,地底警備室（40秒）[大将],koppacha,koppacha,ちていけいびしつ（40びょう）[たいしょう],バライトさん案このランキングではスコアにかかわらず証拠写真または動画が必須です。ただし投稿後の提出でも構いません。このランキングでは、残り時間が70カウント以下（70を含む）でクリアしたプレイのスコアはすべて無効です。
0,1042,1,rule,ステージ別ルール,こてしらべの洞窟（90秒）[ヘイ],koppacha,koppacha,こてしらべのどうくつ（90びょう）[へい],このランキングではスコアにかかわらず証拠写真または動画が必須です。ただし投稿後の提出でも構いません。このランキングでは、残り時間が170カウント以下（170を含む）でクリアしたプレイのスコアはすべて無効です。
0,1043,1,rule,ステージ別ルール,食神のかまど（残ピク減点）,koppacha,koppacha,しょくしんのかまど（のこぴくげんてん）,このランキングでは残りピクミンボーナスが加点ではなく減点になります。スコアを投稿するときはリザルト画面のスコアそのままではなく、リザルト画面に表示されている｛かせいだお金＋タイムボーナス－残りピクミン｝を計算した数値を登録スコアとしてください。壁抜けによる犠牲を含むプレイのスコアは無効とします。
0,1044,1,rule,ステージ別ルール,大足の穴（奥200ポコ）,koppacha,koppacha,おおあしのあな（おく200ぽこ）,このランキングではかせいだお金がちょうど200ポコであるスコアのみ有効となります。なおかつ出現した間欠泉がゾウノアシの出現位置に近い方に出現した場合のみ有効とします。いずれかの条件を満たしていないスコアはすべて無効です。また、大会終了時点の1位獲得者は証拠動画の提出が求められます。
0,1045,1,rule,ステージ別ルール,ひみつの花園（シジミ放置）,koppacha,koppacha,ひみつのはなぞの（しじみほうち）,§マリルイさん案このランキングではサンショクシジミを撃墜したプレイのスコアはすべて無効です。
0,1046,1,rule,ステージ別ルール,鉄人のトイレ（200秒縛り）,koppacha,koppacha,てつじんのといれ（200びょうしばり）,ルール上の欠陥が見つかったため、1/03 21:00以前に投稿された記録はすべて無効とさせていただきました。お手数ですが新ルールにて更新したスコアを登録してください（チーム分け・投稿権に影響はありません）このランキングでは『鉄人の穴』→『巨人のトイレ』の順番で連続してプレイし、その合計スコアを登録スコアとしてください。プレイを中断した場合すべて無効となります。2ステージ目で中断した場合は1ステージ目の記録も無効となり、やり直す場合は1ステージ目からとなります。また、このランキングではタイムボーナスが合計「481以上」でなければなりません。実プレイ時間は不問としますが、各リザルト画面と2番目のステージを選択する猶予時間はそれぞれ5秒以内とします。証拠写真は2枚まで提出できますが、大会終了後の提出でも構いません。また、大会終了時点の1位獲得者は証拠動画の提出が求められます。
0,1047,1,rule,ステージ別ルール,コンクリート迷路（逆さ持ち）,koppacha,koppacha,こんくりーとめいろ（さかさもち）,このランキングでは、使用するコントローラーを逆向きに持ってプレイしたスコアのみ有効となります（NGCコントローラー＝グリップを上に持つ、Wiiリモコン＝ヌンチャクとリモコンの持ち手を替え、ヌンチャクはケーブルの出ている方を上に持つ）。コントローラーは必ず両手で持たなければならず、両手以外の部位や物を使ってコントローラーを固定する行為は禁止です。また、このランキングは基本縛りが適用されます。タマゴムシの運搬やゲキカラ・ゲキニガスプレーの使用は認められません。
0,1048,1,rule,ステージ別ルール,チャレンジモード（2018ポコ）,koppacha,koppacha,ちゃれんじもーど（2018ぽこ）,このランキングでは、リザルト画面の「かせいだお金」が2018ポコ（20180点）となっているスコアのみ有効です。以上の条件を満たせば、プレイするステージはピクミン2チャレンジモード30ステージのどれでも構いません。
0,1049,1,rule,ステージ別ルール,神々の庭（150秒縛り）,koppacha,koppacha,かみがみのにわ（150びょうしばり）,このランキングでは『神々のおもちゃ箱』→『たそがれの庭』の順番で連続してプレイし、その合計スコアを登録スコアとしてください。プレイを中断した場合はすべて無効となります。2ステージ目で中断した場合は1ステージ目の記録も無効となり、やり直す場合は1ステージ目からとなります。また、このランキングではタイムボーナスが合計「321以上」でなければなりません。実プレイ時間は不問としますが、各リザルト画面と2番目のステージを選択する猶予時間はそれぞれ5秒以内とします。証拠写真は2枚まで提出できますが、大会終了後の提出でも構いません。また、大会終了時点の1位獲得者は証拠動画の提出が求められます。
0,1050,1,rule,ステージ別ルール,土とんの洞窟（スプレー1種）,koppacha,koppacha,どとんのどうくつ（すぷれー1しゅ）,このランキングではゲキカラスプレー・ゲキニガスプレーのどちらかのみ使用した（またはどちらも使用していない）プレイのみ有効です。選択したスプレーの使用回数に制限はありません。また、大会終了時点の1位獲得者は証拠動画の提出が求められます。
0,1051,1,rule,ステージ別ルール,どっすん迷路（第13回期間限定）,koppacha,koppacha,どっすんめいろ（だい13かいきかんげんてい）,このランキングでは、ボーダーラインを超える場合は証拠写真が必須となります。このランキングでは、初期スプレーがいずれか１個以上である場合、またはプレイ中に一度でもいずれかのスプレーの数が１個以上になった場合、クリア時にいずれか１個以上のスプレーを残していないスコアは投稿できません。
0,1052,1,rule,ステージ別ルール,コンクリート迷路（第13回期間限定）,koppacha,koppacha,こんくりーとめいろ（だい13かいきかんげんてい）,このランキングでは、ボーダーラインを超える場合は証拠写真が必須となります。このランキングでは、初期スプレーがいずれか１個以上である場合、またはプレイ中に一度でもいずれかのスプレーの数が１個以上になった場合、クリア時にいずれか１個以上のスプレーを残していないスコアは投稿できません。
0,1053,1,rule,ステージ別ルール,地下の温室（第13回期間限定）,koppacha,koppacha,ちかのおんしつ（だい13かいきかんげんてい）,このランキングでは、ボーダーラインを超える場合は証拠写真が必須となります。このランキングでは、初期スプレーがいずれか１個以上である場合、またはプレイ中に一度でもいずれかのスプレーの数が１個以上になった場合、クリア時にいずれか１個以上のスプレーを残していないスコアは投稿できません。
0,1054,1,rule,ステージ別ルール,三色試練場（第13回期間限定）,koppacha,koppacha,さんしょくしれんじょう（だい13かいきかんげんてい）,このランキングでは、ボーダーラインを超える場合は証拠写真が必須となります。このランキングでは、初期スプレーがいずれか１個以上である場合、またはプレイ中に一度でもいずれかのスプレーの数が１個以上になった場合、クリア時にいずれか１個以上のスプレーを残していないスコアは投稿できません。
0,1055,1,rule,ステージ別ルール,天罰の穴（攻撃縛り）,koppacha,koppacha,てんばつのあな（こうげきしばり）,このランキングでは、ボーダーラインを超える場合は証拠写真が必須となります。このランキングでは、初期スプレーがいずれか１個以上である場合、またはプレイ中に一度でもいずれかのスプレーの数が１個以上になった場合、クリア時にいずれか１個以上のスプレーを残していないスコアは投稿できません。
0,1056,1,rule,ステージ別ルール,地底警備室（第13回期間限定）,koppacha,koppacha,ちていけいびしつ（だい13かいきかんげんてい）,このランキングでは、ボーダーラインを超える場合は証拠写真が必須となります。このランキングでは、ダメージが通ったかどうかにかかわらず、ピクミン、オリマー、ルーイが原生生物を一度でも直接攻撃したプレイのスコアは投稿できません。ゲキニガスプレーの使用は「直接攻撃」として扱わないものとします。
0,1057,1,rule,ステージ別ルール,さらいの洞窟（第13回期間限定）,koppacha,koppacha,さらいのどうくつ（だい13かいきかんげんてい）,このランキングでは、ボーダーラインを超える場合は証拠写真が必須となります。このランキングでは、初期スプレーがいずれか１個以上である場合、またはプレイ中に一度でもいずれかのスプレーの数が１個以上になった場合、クリア時にいずれか１個以上のスプレーを残していないスコアは投稿できません。
0,1058,1,rule,ステージ別ルール,巨人のトイレ（第13回期間限定）,koppacha,koppacha,きょじんのといれ（だい13かいきかんげんてい）,このランキングでは、ボーダーラインを超える場合は証拠写真が必須となります。このランキングでは、初期スプレーがいずれか１個以上である場合、またはプレイ中に一度でもいずれかのスプレーの数が１個以上になった場合、クリア時にいずれか１個以上のスプレーを残していないスコアは投稿できません。
0,1059,1,rule,ステージ別ルール,あのひとの庭（80秒縛り）,koppacha,koppacha,あのひとのにわ（80びょうしばり）,このランキングでは、ボーダーラインを超える場合は証拠写真が必須となります。このランキングでは、リザルト画面の残りタイムが141以上であるスコアのみ投稿できます。
0,1060,1,rule,ステージ別ルール,こてしらべの洞窟（第13回期間限定）,koppacha,koppacha,こてしらべのどうくつ（だい13かいきかんげんてい）,このランキングでは、ボーダーラインを超える場合は証拠写真が必須となります。このランキングでは、初期スプレーがいずれか１個以上である場合、またはプレイ中に一度でもいずれかのスプレーの数が１個以上になった場合、クリア時にいずれか１個以上のスプレーを残していないスコアは投稿できません。
0,1061,1,rule,ステージ別ルール,コレクタールーム（第13回期間限定）,koppacha,koppacha,これくたーるーむ（だい13かいきかんげんてい）,このランキングでは、ボーダーラインを超える場合は証拠写真が必須となります。このランキングでは、初期スプレーがいずれか１個以上である場合、またはプレイ中に一度でもいずれかのスプレーの数が１個以上になった場合、クリア時にいずれか１個以上のスプレーを残していないスコアは投稿できません。
0,1062,1,rule,ステージ別ルール,神々のおもちゃ箱（第13回期間限定）,koppacha,koppacha,かみがみのおもちゃばこ（だい13かいきかんげんてい）,このランキングでは、ボーダーラインを超える場合は証拠写真が必須となります。このランキングでは、初期スプレーがいずれか１個以上である場合、またはプレイ中に一度でもいずれかのスプレーの数が１個以上になった場合、クリア時にいずれか１個以上のスプレーを残していないスコアは投稿できません。
0,1063,1,rule,ステージ別ルール,大足の穴（第13回期間限定）,koppacha,koppacha,おおあしのあな（だい13かいきかんげんてい）,このランキングでは、ボーダーラインを超える場合は証拠写真が必須となります。このランキングでは、初期スプレーがいずれか１個以上である場合、またはプレイ中に一度でもいずれかのスプレーの数が１個以上になった場合、クリア時にいずれか１個以上のスプレーを残していないスコアは投稿できません。
0,1064,1,rule,ステージ別ルール,花園を荒らすもの（第13回期間限定）,koppacha,koppacha,はなぞのをあらすもの（だい13かいきかんげんてい）,このランキングでは、ボーダーラインを超える場合は証拠写真が必須となります。
0,1065,1,rule,ステージ別ルール,土とんの洞窟（第13回期間限定）,koppacha,koppacha,どとんのどうくつ（だい13かいきかんげんてい）,このランキングでは、ボーダーラインを超える場合は証拠写真が必須となります。このランキングでは、初期スプレーがいずれか１個以上である場合、またはプレイ中に一度でもいずれかのスプレーの数が１個以上になった場合、クリア時にいずれか１個以上のスプレーを残していないスコアは投稿できません。
0,1066,1,rule,ステージ別ルール,赤の洞窟（第13回期間限定）,koppacha,koppacha,あかのどうくつ（だい13かいきかんげんてい）,このランキングでは、ボーダーラインを超える場合は証拠写真が必須となります。このランキングでは、初期スプレーがいずれか１個以上である場合、またはプレイ中に一度でもいずれかのスプレーの数が１個以上になった場合、クリア時にいずれか１個以上のスプレーを残していないスコアは投稿できません。
0,1067,1,rule,ステージ別ルール,あのひとの庭（第13回期間限定）,koppacha,koppacha,あのひとのにわ（だい13かいきかんげんてい）,このランキングでは、ボーダーラインを超える場合は証拠写真が必須となります。このランキングでは、初期スプレーがいずれか１個以上である場合、またはプレイ中に一度でもいずれかのスプレーの数が１個以上になった場合、クリア時にいずれか１個以上のスプレーを残していないスコアは投稿できません。
0,1068,1,rule,ステージ別ルール,炎と水の試練場（2222ポコ）,koppacha,koppacha,ほのおとみずのしれんじょう（2222ぽこ）,このランキングでは、ボーダーラインを超える場合は証拠写真が必須となります。このランキングでは、脱出時の回収ポコ数が「2222ポコ」ちょうどであるプレイのスコアのみ投稿できます。
0,1069,1,rule,ステージ別ルール,秘密兵器実験場（第13回期間限定）,koppacha,koppacha,ひみつへいきじっけんじょう（だい13かいきかんげんてい）,このランキングでは、ボーダーラインを超える場合は証拠写真が必須となります。このランキングでは、初期スプレーがいずれか１個以上である場合、またはプレイ中に一度でもいずれかのスプレーの数が１個以上になった場合、クリア時にいずれか１個以上のスプレーを残していないスコアは投稿できません。
0,1070,1,rule,ステージ別ルール,ひみつの花園（第13回期間限定）,koppacha,koppacha,ひみつのはなぞの（だい13かいきかんげんてい）,このランキングでは、ボーダーラインを超える場合は証拠写真が必須となります。このランキングでは、初期スプレーがいずれか１個以上である場合、またはプレイ中に一度でもいずれかのスプレーの数が１個以上になった場合、クリア時にいずれか１個以上のスプレーを残していないスコアは投稿できません。
0,1071,1,rule,ステージ別ルール,天罰の穴（第13回期間限定）,koppacha,koppacha,てんばつのあな（だい13かいきかんげんてい）,このランキングでは、ボーダーラインを超える場合は証拠写真が必須となります。このランキングでは、初期スプレーがいずれか１個以上である場合、またはプレイ中に一度でもいずれかのスプレーの数が１個以上になった場合、クリア時にいずれか１個以上のスプレーを残していないスコアは投稿できません。
0,1072,1,rule,ステージ別ルール,鼻息の洞穴（第13回期間限定）,koppacha,koppacha,はないきのどうけつ（だい13かいきかんげんてい）,このランキングでは、ボーダーラインを超える場合は証拠写真が必須となります。このランキングでは、初期スプレーがいずれか１個以上である場合、またはプレイ中に一度でもいずれかのスプレーの数が１個以上になった場合、クリア時にいずれか１個以上のスプレーを残していないスコアは投稿できません。
0,1073,1,rule,ステージ別ルール,ショイグモの巣（第13回期間限定）,koppacha,koppacha,しょいぐものす（だい13かいきかんげんてい）,このランキングでは、ボーダーラインを超える場合は証拠写真が必須となります。
0,1074,1,rule,ステージ別ルール,炎と水の試練場（第13回期間限定）,koppacha,koppacha,ほのおとみずのしれんじょう（だい13かいきかんげんてい）,このランキングでは、ボーダーラインを超える場合は証拠写真が必須となります。このランキングでは、初期スプレーがいずれか１個以上である場合、またはプレイ中に一度でもいずれかのスプレーの数が１個以上になった場合、クリア時にいずれか１個以上のスプレーを残していないスコアは投稿できません。
0,1075,1,rule,ステージ別ルール,たそがれの庭（第13回期間限定）,koppacha,koppacha,たそがれのにわ（だい13かいきかんげんてい）,このランキングでは、ボーダーラインを超える場合は証拠写真が必須となります。このランキングでは、初期スプレーがいずれか１個以上である場合、またはプレイ中に一度でもいずれかのスプレーの数が１個以上になった場合、クリア時にいずれか１個以上のスプレーを残していないスコアは投稿できません。
0,1076,1,rule,ステージ別ルール,新参者の試練場（第13回期間限定）,koppacha,koppacha,しんざんもののしれんじょう（だい13かいきかんげんてい）,このランキングでは、ボーダーラインを超える場合は証拠写真が必須となります。このランキングでは、初期スプレーがいずれか１個以上である場合、またはプレイ中に一度でもいずれかのスプレーの数が１個以上になった場合、クリア時にいずれか１個以上のスプレーを残していないスコアは投稿できません。
0,1077,1,rule,ステージ別ルール,さらいの洞窟（スプレーなし）,koppacha,koppacha,さらいのどうくつ（すぷれーなし）,このランキングでは、ボーダーラインを超える場合は証拠写真が必須となります。このランキングでは、プレイ中にゲキカラ・ゲキニガスプレーを一度でも使用したスコアは投稿できません。
0,1078,1,rule,ステージ別ルール,食神のかまど（第13回期間限定）,koppacha,koppacha,しょくしんのかまど（だい13かいきかんげんてい）,このランキングでは、ボーダーラインを超える場合は証拠写真が必須となります。
0,1079,1,rule,ステージ別ルール,スナイパールーム（第13回期間限定）,koppacha,koppacha,すないぱーるーむ（だい13かいきかんげんてい）,このランキングでは、ボーダーラインを超える場合は証拠写真が必須となります。このランキングでは、初期スプレーがいずれか１個以上である場合、またはプレイ中に一度でもいずれかのスプレーの数が１個以上になった場合、クリア時にいずれか１個以上のスプレーを残していないスコアは投稿できません。
